Project,Release,File,Normalized_File,Size_LOC,NR,NAuth,NFix,Age_in_Days,Weighted_Age,LOC_Added,Max_LOC_Added,Average_LOC_Added,LOC_Deleted,Max_LOC_Deleted,Average_LOC_Deleted,Churn,Max_Churn,Average_Churn,Change_Set_Size,Max_Change_Set_Size,Average_Change_Set_Size,Average_ND,Average_Entropy,NSmells,Buggy
AVRO,1.0.0,src/java/org/apache/avro/SchemaParseException.java,org/apache/avro/SchemaParseException.java,22,3,1,0,0,0,48,24,16,24,24,8,72,24,24,330,110,110,21.0000,5.4979,0,No
AVRO,1.0.0,src/java/org/apache/avro/util/Utf8.java,org/apache/avro/util/Utf8.java,69,3,1,0,0,0,160,80,53,80,80,26,240,80,80,330,110,110,21.0000,5.4979,7,No
AVRO,1.0.0,src/java/org/apache/avro/file/DataFileReader.java,org/apache/avro/file/DataFileReader.java,188,6,1,3,75,50550,446,208,74,228,208,38,674,208,112,610,174,101,19.8333,4.9818,35,No
AVRO,1.0.0,src/java/org/apache/avro/file/DataFileWriter.java,org/apache/avro/file/DataFileWriter.java,167,6,1,3,75,43875,389,183,64,196,183,32,585,183,97,610,174,101,19.8333,4.9818,21,No
AVRO,1.0.0,src/java/org/apache/avro/file/SeekableFileInput.java,org/apache/avro/file/SeekableFileInput.java,27,3,1,0,0,0,64,32,21,32,32,10,96,32,32,330,110,110,21.0000,5.4979,0,No
AVRO,1.0.0,src/java/org/apache/avro/file/SeekableInput.java,org/apache/avro/file/SeekableInput.java,30,3,1,0,0,0,72,36,24,36,36,12,108,36,36,330,110,110,21.0000,5.4979,0,No
AVRO,1.0.0,src/java/org/apache/avro/Schema.java,org/apache/avro/Schema.java,663,16,1,12,71,149029,1412,451,88,687,451,42,2099,451,131,677,111,42,11.1250,3.4041,142,No
AVRO,1.0.0,src/java/org/apache/avro/Protocol.java,org/apache/avro/Protocol.java,294,13,1,9,71,79023,726,300,55,387,300,29,1113,300,85,674,110,51,12.9231,3.9502,25,No
AVRO,1.0.0,src/java/org/apache/avro/reflect/FixedSize.java,org/apache/avro/reflect/FixedSize.java,28,1,1,1,0,0,30,30,30,0,0,0,30,30,30,141,141,141,24.0000,5.8972,0,No
AVRO,1.0.0,src/java/org/apache/avro/reflect/ReflectDatumReader.java,org/apache/avro/reflect/ReflectDatumReader.java,104,8,1,5,60,25680,273,92,34,155,92,19,428,92,53,595,131,74,16.0000,4.7538,10,No
AVRO,1.0.0,src/java/org/apache/avro/reflect/ReflectDatumWriter.java,org/apache/avro/reflect/ReflectDatumWriter.java,57,8,1,5,75,18600,158,61,19,90,61,11,248,61,31,657,137,82,17.1250,4.6565,2,No
AVRO,1.0.0,src/java/org/apache/avro/reflect/ReflectResponder.java,org/apache/avro/reflect/ReflectResponder.java,109,8,1,5,75,30000,262,118,32,138,118,17,400,118,50,668,131,83,17.5000,4.7965,5,No
AVRO,1.0.0,src/java/org/apache/avro/reflect/ReflectData.java,org/apache/avro/reflect/ReflectData.java,225,9,1,5,60,41640,469,194,52,225,194,25,694,194,77,623,131,69,15.6667,4.4745,22,No
AVRO,1.0.0,src/java/org/apache/avro/reflect/ReflectRequestor.java,org/apache/avro/reflect/ReflectRequestor.java,73,5,1,2,75,19725,174,77,34,89,77,17,263,77,52,575,222,115,20.8000,5.2760,3,No
AVRO,1.0.0,src/java/org/apache/avro/io/ResolvingDecoder.java,org/apache/avro/io/ResolvingDecoder.java,211,1,1,1,0,0,223,223,223,0,0,0,223,223,223,241,241,241,36.0000,6.4052,24,No
AVRO,1.0.0,src/java/org/apache/avro/io/BinaryDecoder.java,org/apache/avro/io/BinaryDecoder.java,263,2,1,2,1,310,305,305,152,5,5,2,310,305,155,260,229,130,21.0000,5.2015,8,No
AVRO,1.0.0,src/java/org/apache/avro/io/Decoder.java,org/apache/avro/io/Decoder.java,257,2,1,2,1,291,289,279,144,2,2,1,291,279,145,260,229,130,21.0000,5.2015,1,No
AVRO,1.0.0,src/java/org/apache/avro/io/ValidatingEncoder.java,org/apache/avro/io/ValidatingEncoder.java,199,1,1,1,0,0,225,225,225,0,0,0,225,225,225,241,241,241,36.0000,6.4052,11,No
AVRO,1.0.0,src/java/org/apache/avro/io/BinaryEncoder.java,org/apache/avro/io/BinaryEncoder.java,213,2,1,2,1,282,266,266,133,16,16,8,282,266,141,260,229,130,21.0000,5.2015,23,No
AVRO,1.0.0,src/java/org/apache/avro/io/ParsingTable.java,org/apache/avro/io/ParsingTable.java,333,1,1,1,0,0,383,383,383,0,0,0,383,383,383,241,241,241,36.0000,6.4052,38,No
AVRO,1.0.0,src/java/org/apache/avro/io/BlockingBinaryEncoder.java,org/apache/avro/io/BlockingBinaryEncoder.java,536,1,1,1,0,0,622,622,622,0,0,0,622,622,622,229,229,229,35.0000,6.2213,60,No
AVRO,1.0.0,src/java/org/apache/avro/io/DatumReader.java,org/apache/avro/io/DatumReader.java,31,5,1,2,75,9300,81,39,16,43,39,8,124,39,24,589,181,117,21.8000,5.1529,0,No
AVRO,1.0.0,src/java/org/apache/avro/io/ResolvingTable.java,org/apache/avro/io/ResolvingTable.java,434,1,1,1,0,0,489,489,489,0,0,0,489,489,489,241,241,241,36.0000,6.4052,64,No
AVRO,1.0.0,src/java/org/apache/avro/io/ValidatingDecoder.java,org/apache/avro/io/ValidatingDecoder.java,323,1,1,1,0,0,358,358,358,0,0,0,358,358,358,241,241,241,36.0000,6.4052,35,No
AVRO,1.0.0,src/java/org/apache/avro/io/Encoder.java,org/apache/avro/io/Encoder.java,249,2,1,2,1,281,278,269,139,3,3,1,281,269,140,260,229,130,21.0000,5.2015,1,No
AVRO,1.0.0,src/java/org/apache/avro/io/DatumWriter.java,org/apache/avro/io/DatumWriter.java,30,5,1,2,75,8625,75,36,15,40,36,8,115,36,23,589,181,117,21.8000,5.1529,0,No
AVRO,1.0.0,src/java/org/apache/avro/generic/GenericRecord.java,org/apache/avro/generic/GenericRecord.java,25,3,1,0,0,0,56,28,18,28,28,9,84,28,28,330,110,110,21.0000,5.4979,0,No
AVRO,1.0.0,src/java/org/apache/avro/generic/GenericArray.java,org/apache/avro/generic/GenericArray.java,31,4,1,1,60,6720,74,37,18,38,37,9,112,37,28,511,181,127,23.0000,5.7287,0,No
AVRO,1.0.0,src/java/org/apache/avro/generic/GenericFixed.java,org/apache/avro/generic/GenericFixed.java,23,1,1,1,0,0,24,24,24,0,0,0,24,24,24,141,141,141,24.0000,5.8972,1,No
AVRO,1.0.0,src/java/org/apache/avro/generic/GenericResponder.java,org/apache/avro/generic/GenericResponder.java,45,5,1,2,75,14100,121,53,24,67,53,13,188,53,37,575,222,115,20.8000,5.2760,0,No
AVRO,1.0.0,src/java/org/apache/avro/generic/GenericRequestor.java,org/apache/avro/generic/GenericRequestor.java,48,6,1,3,75,15075,129,57,21,72,57,12,201,57,33,609,178,101,19.6667,4.9578,1,No
AVRO,1.0.0,src/java/org/apache/avro/generic/GenericData.java,org/apache/avro/generic/GenericData.java,261,10,1,6,60,49140,549,250,54,270,250,27,819,250,81,639,110,63,14.7000,4.4269,33,No
AVRO,1.0.0,src/java/org/apache/avro/generic/GenericDatumReader.java,org/apache/avro/generic/GenericDatumReader.java,426,15,1,11,82,143336,1105,265,73,643,265,42,1748,265,116,778,115,51,12.6000,3.7724,27,No
AVRO,1.0.0,src/java/org/apache/avro/generic/GenericDatumWriter.java,org/apache/avro/generic/GenericDatumWriter.java,221,9,1,6,75,52875,479,164,53,226,164,25,705,164,78,695,118,77,16.8889,4.5378,6,No
AVRO,1.0.0,src/java/org/apache/avro/ipc/ByteBufferOutputStream.java,org/apache/avro/ipc/ByteBufferOutputStream.java,76,4,1,1,56,14728,175,87,43,88,87,22,263,87,65,504,174,126,23.0000,5.7227,6,No
AVRO,1.0.0,src/java/org/apache/avro/ipc/Transceiver.java,org/apache/avro/ipc/Transceiver.java,34,4,1,1,53,6466,82,40,20,40,40,10,122,40,30,442,112,110,21.0000,5.6123,0,No
AVRO,1.0.0,src/java/org/apache/avro/ipc/AvroRemoteException.java,org/apache/avro/ipc/AvroRemoteException.java,33,4,1,1,60,8160,88,44,22,48,44,12,136,44,34,511,181,127,23.0000,5.7287,2,No
AVRO,1.0.0,src/java/org/apache/avro/ipc/SocketTransceiver.java,org/apache/avro/ipc/SocketTransceiver.java,80,4,1,1,53,14151,180,87,45,87,87,21,267,87,66,442,112,110,21.0000,5.6123,6,No
AVRO,1.0.0,src/java/org/apache/avro/ipc/Requestor.java,org/apache/avro/ipc/Requestor.java,159,8,1,5,83,40421,335,105,41,152,105,19,487,107,60,672,112,84,17.2500,4.8928,13,No
AVRO,1.0.0,src/java/org/apache/avro/ipc/SocketServer.java,org/apache/avro/ipc/SocketServer.java,92,5,1,2,60,24720,261,118,52,151,118,30,412,118,82,537,112,107,20.2000,5.5225,15,No
AVRO,1.0.0,src/java/org/apache/avro/ipc/ByteBufferInputStream.java,org/apache/avro/ipc/ByteBufferInputStream.java,78,6,1,3,56,14448,172,69,28,86,69,14,258,69,43,526,168,87,17.1667,4.7623,3,No
AVRO,1.0.0,src/java/org/apache/avro/ipc/Responder.java,org/apache/avro/ipc/Responder.java,149,9,1,6,84,42168,338,124,37,164,124,18,502,124,55,751,110,83,17.2222,4.8227,25,No
AVRO,1.0.0,src/java/org/apache/avro/AvroRuntimeException.java,org/apache/avro/AvroRuntimeException.java,22,3,1,0,0,0,48,24,16,24,24,8,72,24,24,330,110,110,21.0000,5.4979,1,No
AVRO,1.0.0,src/java/org/apache/avro/AvroTypeException.java,org/apache/avro/AvroTypeException.java,22,4,1,1,60,5220,56,28,14,31,28,7,87,28,21,511,181,127,23.0000,5.7287,0,No
AVRO,1.1.0,src/java/org/apache/avro/specific/SpecificData.java,org/apache/avro/specific/SpecificData.java,59,2,1,2,1,83,77,67,38,6,6,3,83,67,41,332,307,166,24.0000,5.1448,2,No
AVRO,1.1.0,src/java/org/apache/avro/specific/SpecificResponder.java,org/apache/avro/specific/SpecificResponder.java,34,6,1,3,124,19220,98,46,16,57,46,9,155,46,25,800,253,133,22.0000,5.4911,0,No
AVRO,1.1.0,src/java/org/apache/avro/specific/SpecificRequestor.java,org/apache/avro/specific/SpecificRequestor.java,68,9,1,6,145,32045,151,53,16,70,53,7,221,53,24,758,299,84,16.6667,4.6585,2,No
AVRO,1.1.0,src/java/org/apache/avro/specific/SpecificFixed.java,org/apache/avro/specific/SpecificFixed.java,26,2,1,2,67,1943,29,28,14,0,0,0,29,28,14,419,278,209,29.5000,6.0364,0,No
AVRO,1.1.0,src/java/org/apache/avro/specific/SchemaTask.java,org/apache/avro/specific/SchemaTask.java,26,5,1,2,109,9919,60,28,12,31,28,6,91,28,18,654,299,130,21.8000,5.4319,0,No
AVRO,1.1.0,src/java/org/apache/avro/specific/ProtocolTask.java,org/apache/avro/specific/ProtocolTask.java,94,5,1,2,109,31828,199,84,39,93,84,18,292,84,58,654,299,130,21.8000,5.4319,9,No
AVRO,1.1.0,src/java/org/apache/avro/specific/SpecificRecord.java,org/apache/avro/specific/SpecificRecord.java,25,6,1,3,145,14210,63,30,10,35,30,5,98,30,16,846,253,141,24.3333,5.6425,0,No
AVRO,1.1.0,src/java/org/apache/avro/specific/SpecificRecordBase.java,org/apache/avro/specific/SpecificRecordBase.java,60,3,1,3,92,7544,77,64,25,5,5,1,82,64,27,505,277,168,27.3333,5.7888,4,No
AVRO,1.1.0,src/java/org/apache/avro/specific/SpecificDatumReader.java,org/apache/avro/specific/SpecificDatumReader.java,41,10,1,6,124,69688,305,125,30,257,125,25,562,125,56,889,253,88,16.7000,4.8665,0,No
AVRO,1.1.0,src/java/org/apache/avro/specific/SpecificDatumWriter.java,org/apache/avro/specific/SpecificDatumWriter.java,30,8,1,5,124,19592,97,43,12,61,43,7,158,43,19,828,253,103,18.2500,4.9375,0,No
AVRO,1.1.0,src/java/org/apache/avro/specific/SpecificExceptionBase.java,org/apache/avro/specific/SpecificExceptionBase.java,33,3,1,3,92,3956,42,40,14,1,1,0,43,40,14,505,277,168,27.3333,5.7888,2,No
AVRO,1.1.0,src/java/org/apache/avro/specific/SpecificCompiler.java,org/apache/avro/specific/SpecificCompiler.java,259,16,1,13,145,117160,548,225,34,260,225,16,808,225,50,932,270,58,13.4375,3.9636,24,No
AVRO,1.1.0,src/java/org/apache/avro/SchemaParseException.java,org/apache/avro/SchemaParseException.java,22,4,1,1,109,7957,49,24,12,24,24,6,73,24,18,628,298,157,25.0000,5.7587,0,No
AVRO,1.1.0,src/java/org/apache/avro/util/Utf8.java,org/apache/avro/util/Utf8.java,74,5,1,2,145,37265,172,80,34,85,80,17,257,80,51,710,298,142,24.6000,5.6691,8,No
AVRO,1.1.0,src/java/org/apache/avro/file/DataFileReader.java,org/apache/avro/file/DataFileReader.java,188,7,1,4,109,73793,448,208,64,229,208,32,677,208,96,826,216,118,21.1429,5.1691,35,No
AVRO,1.1.0,src/java/org/apache/avro/file/DataFileWriter.java,org/apache/avro/file/DataFileWriter.java,179,8,1,5,131,78731,404,183,50,197,183,24,601,183,75,873,216,109,20.1250,5.1248,20,No
AVRO,1.1.0,src/java/org/apache/avro/file/SeekableFileInput.java,org/apache/avro/file/SeekableFileInput.java,29,4,1,1,109,11009,68,32,17,33,32,8,101,32,25,628,298,157,25.0000,5.7587,0,No
AVRO,1.1.0,src/java/org/apache/avro/file/SeekableInput.java,org/apache/avro/file/SeekableInput.java,30,5,1,2,124,14756,78,36,15,41,36,8,119,36,23,664,298,132,21.8000,5.4875,0,No
AVRO,1.1.0,src/java/org/apache/avro/Schema.java,org/apache/avro/Schema.java,663,20,1,16,147,318843,1449,451,72,720,451,36,2169,451,108,1043,243,52,12.7000,3.6456,141,No
AVRO,1.1.0,src/java/org/apache/avro/Protocol.java,org/apache/avro/Protocol.java,296,15,1,11,140,156800,731,300,48,389,300,25,1120,300,74,985,243,65,14.6667,4.1464,25,No
AVRO,1.1.0,src/java/org/apache/avro/reflect/FixedSize.java,org/apache/avro/reflect/FixedSize.java,34,3,1,3,81,3483,40,30,13,3,2,1,43,30,14,455,278,151,22.6667,5.4918,0,No
AVRO,1.1.0,src/java/org/apache/avro/reflect/ReflectDatumReader.java,org/apache/avro/reflect/ReflectDatumReader.java,101,11,1,8,124,55800,284,92,25,166,92,15,450,92,40,925,217,84,16.4545,4.7604,4,No
AVRO,1.1.0,src/java/org/apache/avro/reflect/ReflectDatumWriter.java,org/apache/avro/reflect/ReflectDatumWriter.java,55,15,1,12,145,44950,188,61,12,122,61,8,310,61,20,1032,169,68,15.0000,4.4048,0,No
AVRO,1.1.0,src/java/org/apache/avro/reflect/ReflectResponder.java,org/apache/avro/reflect/ReflectResponder.java,112,11,1,8,145,59305,269,118,24,140,118,12,409,118,37,979,216,89,18.1818,4.8373,4,No
AVRO,1.1.0,src/java/org/apache/avro/reflect/ReflectData.java,org/apache/avro/reflect/ReflectData.java,273,13,1,9,145,118755,562,194,43,257,194,19,819,194,63,1012,217,77,16.6154,4.5190,24,No
AVRO,1.1.0,src/java/org/apache/avro/reflect/ReflectRequestor.java,org/apache/avro/reflect/ReflectRequestor.java,96,9,1,6,145,43790,208,77,23,94,77,10,302,77,33,893,222,99,18.8889,4.9674,4,No
AVRO,1.1.0,src/java/org/apache/avro/io/ResolvingDecoder.java,org/apache/avro/io/ResolvingDecoder.java,190,3,1,3,32,12352,295,223,98,91,91,30,386,223,128,481,241,160,24.3333,5.4877,4,No
AVRO,1.1.0,src/java/org/apache/avro/io/BinaryDecoder.java,org/apache/avro/io/BinaryDecoder.java,263,4,1,4,56,17640,308,305,77,7,5,1,315,305,78,530,229,132,21.5000,5.4161,8,No
AVRO,1.1.0,src/java/org/apache/avro/io/BinaryData.java,org/apache/avro/io/BinaryData.java,181,3,1,3,3,1110,281,190,93,89,88,29,370,190,123,355,305,118,18.3333,4.6074,51,No
AVRO,1.1.0,src/java/org/apache/avro/io/Decoder.java,org/apache/avro/io/Decoder.java,251,5,1,5,56,17248,294,279,58,14,10,2,308,279,61,555,229,111,18.8000,5.0892,1,No
AVRO,1.1.0,src/java/org/apache/avro/io/ValidatingEncoder.java,org/apache/avro/io/ValidatingEncoder.java,174,3,1,3,32,13152,307,225,102,104,104,34,411,225,137,481,241,160,24.3333,5.4877,5,No
AVRO,1.1.0,src/java/org/apache/avro/io/ParsingEncoder.java,org/apache/avro/io/ParsingEncoder.java,60,3,1,2,43,3010,70,52,23,0,0,0,70,52,23,460,294,153,24.3333,5.3620,1,No
AVRO,1.1.0,src/java/org/apache/avro/io/JsonDecoder.java,org/apache/avro/io/JsonDecoder.java,361,3,1,3,26,11258,416,397,138,17,9,5,433,397,144,402,294,134,20.3333,5.0514,10,No
AVRO,1.1.0,src/java/org/apache/avro/io/BinaryEncoder.java,org/apache/avro/io/BinaryEncoder.java,213,3,1,3,34,9758,269,266,89,18,16,6,287,266,95,475,229,158,23.6667,5.5598,23,No
AVRO,1.1.0,src/java/org/apache/avro/io/BlockingBinaryEncoder.java,org/apache/avro/io/BlockingBinaryEncoder.java,540,3,1,3,56,35392,630,622,210,2,2,0,632,622,210,494,229,164,25.6667,5.7875,60,No
AVRO,1.1.0,src/java/org/apache/avro/io/DatumReader.java,org/apache/avro/io/DatumReader.java,31,5,1,2,75,9300,81,39,16,43,39,8,124,39,24,589,181,117,21.8000,5.1529,0,No
AVRO,1.1.0,src/java/org/apache/avro/io/ParsingDecoder.java,org/apache/avro/io/ParsingDecoder.java,66,2,1,2,5,375,75,74,37,0,0,0,75,74,37,360,294,180,24.5000,5.2638,1,No
AVRO,1.1.0,src/java/org/apache/avro/io/parsing/Parser.java,org/apache/avro/io/parsing/Parser.java,131,2,1,2,5,745,147,144,73,2,2,1,149,144,74,360,294,180,24.5000,5.2638,15,No
AVRO,1.1.0,src/java/org/apache/avro/io/parsing/SkipParser.java,org/apache/avro/io/parsing/SkipParser.java,86,2,1,2,5,495,97,94,48,2,2,1,99,94,49,360,294,180,24.5000,5.2638,5,No
AVRO,1.1.0,src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java,org/apache/avro/io/parsing/ValidatingGrammarGenerator.java,127,3,1,3,26,3666,140,138,46,1,1,0,141,138,47,402,294,134,20.3333,5.0514,8,No
AVRO,1.1.0,src/java/org/apache/avro/io/parsing/Symbol.java,org/apache/avro/io/parsing/Symbol.java,335,2,1,2,5,1915,383,382,191,0,0,0,383,382,191,360,294,180,24.5000,5.2638,25,No
AVRO,1.1.0,src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java,org/apache/avro/io/parsing/JsonGrammarGenerator.java,96,2,1,2,5,515,103,102,51,0,0,0,103,102,51,360,294,180,24.5000,5.2638,8,No
AVRO,1.1.0,src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,312,3,1,3,26,8840,339,337,113,1,1,0,340,337,113,402,294,134,20.3333,5.0514,30,No
AVRO,1.1.0,src/java/org/apache/avro/io/ValidatingDecoder.java,org/apache/avro/io/ValidatingDecoder.java,200,3,1,3,32,20416,434,358,144,204,204,68,638,358,212,481,241,160,24.3333,5.4877,9,No
AVRO,1.1.0,src/java/org/apache/avro/io/Encoder.java,org/apache/avro/io/Encoder.java,248,3,1,3,34,9622,279,269,93,4,3,1,283,269,94,475,229,158,23.6667,5.5598,1,No
AVRO,1.1.0,src/java/org/apache/avro/io/JsonEncoder.java,org/apache/avro/io/JsonEncoder.java,212,3,1,3,26,6630,248,239,82,7,4,2,255,239,85,402,294,134,20.3333,5.0514,6,No
AVRO,1.1.0,src/java/org/apache/avro/io/DatumWriter.java,org/apache/avro/io/DatumWriter.java,30,6,1,3,109,12644,76,36,12,40,36,6,116,36,19,805,216,134,23.0000,5.3429,0,No
AVRO,1.1.0,src/java/org/apache/avro/generic/GenericContainer.java,org/apache/avro/generic/GenericContainer.java,24,1,1,1,0,0,27,27,27,0,0,0,27,27,27,307,307,307,36.0000,6.7805,1,No
AVRO,1.1.0,src/java/org/apache/avro/generic/GenericRecord.java,org/apache/avro/generic/GenericRecord.java,22,5,1,2,145,13630,59,28,11,35,28,7,94,28,18,710,298,142,24.6000,5.6691,0,No
AVRO,1.1.0,src/java/org/apache/avro/generic/GenericArray.java,org/apache/avro/generic/GenericArray.java,31,6,1,3,145,16675,76,37,12,39,37,6,115,37,19,846,253,141,24.3333,5.6425,0,No
AVRO,1.1.0,src/java/org/apache/avro/generic/GenericFixed.java,org/apache/avro/generic/GenericFixed.java,23,2,1,2,67,1742,25,24,12,1,1,0,26,24,13,419,278,209,29.5000,6.0364,1,No
AVRO,1.1.0,src/java/org/apache/avro/generic/GenericResponder.java,org/apache/avro/generic/GenericResponder.java,45,6,1,3,109,20601,122,53,20,67,53,11,189,53,31,791,222,131,22.1667,5.4455,0,No
AVRO,1.1.0,src/java/org/apache/avro/generic/GenericRequestor.java,org/apache/avro/generic/GenericRequestor.java,48,7,1,4,109,22018,130,57,18,72,57,10,202,57,28,825,216,117,21.0000,5.1486,1,No
AVRO,1.1.0,src/java/org/apache/avro/generic/GenericData.java,org/apache/avro/generic/GenericData.java,395,13,1,9,147,146559,713,250,54,284,250,21,997,250,76,999,253,76,16.3846,4.5167,43,No
AVRO,1.1.0,src/java/org/apache/avro/generic/GenericDatumReader.java,org/apache/avro/generic/GenericDatumReader.java,427,19,1,15,145,256505,1116,265,58,653,265,34,1769,265,93,1103,150,58,13.4211,4.0008,27,No
AVRO,1.1.0,src/java/org/apache/avro/generic/GenericDatumWriter.java,org/apache/avro/generic/GenericDatumWriter.java,167,12,1,9,145,116870,499,164,41,307,164,25,806,164,67,1014,178,84,17.6667,4.7071,4,No
AVRO,1.1.0,src/java/org/apache/avro/ipc/ByteBufferOutputStream.java,org/apache/avro/ipc/ByteBufferOutputStream.java,78,5,1,2,109,29757,182,87,36,91,87,18,273,87,54,761,257,152,24.6000,5.7114,6,No
AVRO,1.1.0,src/java/org/apache/avro/ipc/RPCContext.java,org/apache/avro/ipc/RPCContext.java,131,1,1,1,0,0,149,149,149,0,0,0,149,149,149,298,298,298,36.0000,6.6998,11,No
AVRO,1.1.0,src/java/org/apache/avro/ipc/Transceiver.java,org/apache/avro/ipc/Transceiver.java,34,5,1,2,109,13843,85,40,17,42,40,8,127,40,25,712,270,142,23.2000,5.6966,0,No
AVRO,1.1.0,src/java/org/apache/avro/ipc/AvroRemoteException.java,org/apache/avro/ipc/AvroRemoteException.java,33,5,1,2,109,14933,89,44,17,48,44,9,137,44,27,764,253,152,24.6000,5.7088,2,No
AVRO,1.1.0,src/java/org/apache/avro/ipc/RPCPlugin.java,org/apache/avro/ipc/RPCPlugin.java,65,1,1,1,0,0,74,74,74,0,0,0,74,74,74,298,298,298,36.0000,6.6998,0,No
AVRO,1.1.0,src/java/org/apache/avro/ipc/SocketTransceiver.java,org/apache/avro/ipc/SocketTransceiver.java,81,5,1,2,109,29757,184,87,36,89,87,17,273,87,54,712,270,142,23.2000,5.6966,6,No
AVRO,1.1.0,src/java/org/apache/avro/ipc/Requestor.java,org/apache/avro/ipc/Requestor.java,197,10,1,7,113,61698,389,105,38,157,105,15,546,107,54,910,209,91,17.5000,4.9502,15,No
AVRO,1.1.0,src/java/org/apache/avro/ipc/SocketServer.java,org/apache/avro/ipc/SocketServer.java,92,6,1,3,109,45235,263,118,43,152,118,25,415,118,69,790,253,131,22.0000,5.5403,15,No
AVRO,1.1.0,src/java/org/apache/avro/ipc/ByteBufferInputStream.java,org/apache/avro/ipc/ByteBufferInputStream.java,78,7,1,4,109,28449,174,69,24,87,69,12,261,69,37,783,257,111,19.1429,4.8914,3,No
AVRO,1.1.0,src/java/org/apache/avro/ipc/Responder.java,org/apache/avro/ipc/Responder.java,188,11,1,8,113,64410,396,124,36,174,124,15,570,124,51,944,164,85,17.2727,4.8398,27,No
AVRO,1.1.0,src/java/org/apache/avro/AvroRuntimeException.java,org/apache/avro/AvroRuntimeException.java,22,4,1,1,109,7957,49,24,12,24,24,6,73,24,18,628,298,157,25.0000,5.7587,1,No
AVRO,1.1.0,src/java/org/apache/avro/AvroTypeException.java,org/apache/avro/AvroTypeException.java,22,5,1,2,109,9592,57,28,11,31,28,6,88,28,17,764,253,152,24.6000,5.7088,0,No
AVRO,1.2.0,src/java/org/apache/avro/specific/SpecificData.java,org/apache/avro/specific/SpecificData.java,83,3,1,3,23,2576,105,67,35,7,6,2,112,67,37,396,307,132,22.6667,5.0781,2,No
AVRO,1.2.0,src/java/org/apache/avro/specific/SpecificResponder.java,org/apache/avro/specific/SpecificResponder.java,34,7,1,4,169,26533,99,46,14,58,46,8,157,46,22,908,253,129,22.2857,5.4998,0,No
AVRO,1.2.0,src/java/org/apache/avro/specific/SpecificRequestor.java,org/apache/avro/specific/SpecificRequestor.java,68,10,1,7,169,37687,152,53,15,71,53,7,223,53,22,839,299,83,17.1000,4.7133,2,No
